user_id,Exam,item_id,score
283,2,11,51.07
284,1,2,56.81
284,4,23,95.48
284,4,20,71.0
284,3,17,79.26
284,4,22,30.94
284,1,4,59.13
284,1,3,59.16
284,3,15,126.82
284,1,5,59.13
284,3,12,199.47
284,1,1,49.24
284,3,16,83.26
284,1,0,51.91
284,4,18,243.25
284,2,8,57.49
284,2,9,66.89
284,3,13,34.41
284,2,11,36.15
284,4,21,120.21
285,4,23,101.49
285,1,2,56.25
285,4,20,54.8
285,3,17,90.2
285,4,22,32.96
285,1,4,69.72
285,1,3,58.11
285,3,15,123.64
285,3,12,199.91
285,1,5,69.72
285,1,1,58.34
285,3,13,32.9
285,2,9,59.37
285,2,11,50.0
285,4,18,235.81
285,1,0,58.06
285,3,16,86.07
285,2,8,59.18
285,4,21,117.98
286,3,15,121.58
286,1,3,65.45
286,1,4,75.28
286,3,12,204.76
286,3,17,80.19
286,4,20,70.62
286,4,23,98.53
286,4,22,30.64
286,1,2,64.9
286,1,0,88.47
286,4,21,119.47
286,3,16,94.65
286,1,5,75.28
286,4,18,236.32
286,2,8,57.93
286,2,9,72.63
286,3,13,33.09
286,1,1,64.01
286,2,11,52.55
287,1,2,68.74
287,4,20,66.95
287,3,17,86.63
287,4,22,26.13
287,1,4,50.01
287,1,3,69.02
287,3,15,134.99
287,3,12,201.8
287,1,5,50.01
287,4,23,88.76
287,1,1,75.12
287,2,8,63.44
287,3,16,84.11
287,1,0,83.19
287,4,21,126.83
287,2,11,32.38
287,2,9,72.8
287,3,13,28.03
287,4,18,240.95
288,1,2,53.48
288,4,20,61.88
288,3,17,65.65
288,4,22,31.73
288,1,4,56.78
288,1,3,52.84
288,3,15,125.61
288,3,12,192.29
288,4,23,100.48
288,1,5,56.78
288,1,1,50.55
288,3,13,34.12
288,2,9,55.08
288,2,11,41.5
288,4,18,241.5
288,1,0,69.66
288,3,16,89.85
288,2,8,60.1
288,4,21,113.91
289,3,12,192.95
289,3,15,119.89
289,1,3,72.17
289,1,2,70.41
289,4,22,39.56
289,3,17,84.45
289,4,20,71.0
289,1,4,81.89
289,1,5,81.89
289,4,23,96.44
289,1,1,70.02
289,2,8,64.4
289,3,16,82.99
289,1,0,61.92
289,4,21,120.36
289,2,11,45.09
289,2,9,69.61
289,3,13,34.05
289,4,18,243.4
290,3,12,190.72
290,4,23,100.2
290,4,20,66.49
290,3,17,79.95
290,4,22,30.93
290,1,4,51.24
290,1,3,66.72
290,3,15,129.8
290,1,2,69.91
290,1,0,61.04
290,4,21,124.13
290,3,16,91.52
290,1,5,51.24
290,4,18,230.79
290,2,8,61.11
290,2,9,69.73
290,3,13,27.05
290,1,1,70.6
290,2,11,36.77
291,1,2,62.44
291,4,20,67.03
291,3,17,74.76
291,4,22,25.07
291,1,4,58.89
291,1,3,62.21
291,3,15,128.2
291,3,12,185.28
291,1,5,58.89
291,4,23,93.37
291,1,1,57.72
291,2,8,67.45
291,3,16,94.74
291,1,0,70.18
291,4,21,113.71
291,2,11,44.98
291,2,9,68.1
291,3,13,33.4
291,4,18,247.49
292,1,2,45.28
292,4,20,62.22
292,3,17,71.23
292,4,22,31.49
292,1,4,56.27
292,1,3,47.04
292,3,15,114.08
292,3,12,184.43
292,4,23,87.77
292,4,21,118.91
292,1,1,47.36
292,3,13,25.43
292,2,9,66.35
292,2,11,40.02
292,4,18,245.11
292,1,0,37.57
292,3,16,88.67
292,2,8,55.18
292,1,5,56.27
293,3,15,135.19
293,1,3,95.82
293,1,4,79.11
293,3,12,199.62
293,3,17,77.51
293,4,20,63.84
293,4,22,33.52
293,1,2,96.1
293,4,23,95.83
293,1,5,79.11
293,2,8,55.25
293,3,16,95.36
293,1,0,85.27
293,4,18,247.82
293,4,21,121.77
293,2,9,80.18
293,3,13,36.0
293,1,1,99.71
293,2,11,49.04
294,4,23,105.23
294,4,20,62.06
294,3,17,84.97
294,4,22,42.71
294,1,4,90.88
294,1,3,94.56
294,3,15,133.77
294,1,2,88.32
294,1,5,90.88
294,3,12,200.75
294,1,1,87.19
294,2,8,67.22
294,3,16,94.22
294,1,0,81.61
294,4,21,129.03
294,2,11,54.58
294,2,9,87.39
294,3,13,30.95
294,4,18,238.61
295,1,2,38.69
295,4,20,66.84
295,3,17,79.08
295,4,22,24.58
295,1,4,49.8
295,1,3,38.82
295,3,15,121.97
295,3,12,194.63
295,4,23,92.71
295,4,21,105.4
295,1,1,36.19
295,2,8,61.19
295,3,16,88.43
295,1,0,64.75
295,1,5,49.8
295,2,11,39.53
295,2,9,61.28
295,3,13,31.23
295,4,18,235.25
296,1,2,75.15
296,4,20,70.56
296,3,17,83.51
296,4,22,35.24
296,1,4,86.22
296,1,3,74.45
296,3,15,128.49
296,3,12,202.94
296,4,23,97.29
296,1,5,86.22
296,1,1,83.02
296,3,13,36.0
296,2,9,80.34
296,2,11,44.93
296,4,18,237.29
296,1,0,77.43
296,3,16,95.36
296,2,8,71.0
296,4,21,119.4
297,3,12,200.17
297,3,15,118.5
297,1,3,52.42
297,4,23,103.91
297,4,22,31.48
297,3,17,82.88
297,4,20,65.64
297,1,4,74.65
297,1,2,51.81
297,1,5,74.65
297,1,1,56.69
297,2,8,58.21
297,3,16,93.41
297,1,0,80.23
297,4,21,114.26
297,2,11,40.61
297,2,9,70.01
297,3,13,30.14
297,4,18,231.4
298,1,2,58.88
298,4,20,71.0
298,3,17,85.79
298,4,22,19.61
298,1,4,52.22
298,1,3,60.43
298,3,15,130.56
298,3,12,197.56
298,1,5,52.22
298,4,23,106.0
298,1,1,55.63
298,2,8,55.74
298,3,16,92.08
298,1,0,70.71
298,4,21,118.52
298,2,11,34.48
298,2,9,71.77
298,3,13,33.64
298,4,18,239.95
299,1,2,65.49
299,4,20,62.76
299,3,17,87.36
299,4,22,30.52
299,1,4,82.85
299,1,3,66.22
299,3,15,131.77
299,3,12,207.41
299,4,23,102.42
299,1,5,82.85
299,1,1,68.76
299,3,13,36.0
299,2,9,70.22
299,2,11,60.1
299,4,18,243.13
299,1,0,100.0
299,3,16,92.95
299,2,8,60.9
299,4,21,119.01
300,3,12,212.78
300,3,15,130.52
300,1,3,83.67
300,1,2,82.02
300,4,22,37.64
300,3,17,81.66
300,4,20,66.55
300,1,4,93.7
300,1,5,93.7
300,4,23,106.0
300,1,1,80.44
300,2,8,64.85
300,3,16,106.0
300,1,0,79.94
300,4,21,113.1
300,2,11,59.13
300,2,9,84.95
300,3,13,35.69
300,4,18,247.42
301,4,23,99.56
301,4,20,61.75
301,3,17,82.7
301,4,22,27.95
301,1,4,70.11
301,1,3,59.15
301,3,15,119.83
301,1,2,58.49
301,3,12,203.66
301,1,5,70.11
301,1,1,55.01
301,3,13,32.38
301,2,9,69.93
301,2,11,45.73
301,4,18,238.53
301,1,0,77.15
301,3,16,92.39
301,2,8,53.94
301,4,21,115.9
302,3,12,191.99
302,3,15,119.27
302,1,3,45.8
302,1,2,45.69
302,4,22,17.25
302,3,17,77.2
302,4,20,71.0
302,1,4,62.3
302,4,23,99.07
302,1,5,62.3
302,1,1,45.96
302,2,8,50.95
302,3,16,88.33
302,1,0,45.46
302,4,21,115.87
302,2,11,32.95
302,2,9,63.97
302,3,13,29.56
302,4,18,237.83
303,1,2,49.72
303,4,20,65.37
303,3,17,68.03
303,4,22,21.44
303,1,4,43.89
303,1,3,48.52
303,3,15,125.68
303,3,12,196.1
303,4,23,99.5
303,1,5,43.89
303,1,1,48.47
303,3,13,34.85
303,2,9,61.49
303,2,11,31.61
303,4,18,237.5
303,1,0,62.28
303,3,16,90.62
303,2,8,58.58
303,4,21,117.86
304,3,12,195.45
304,3,15,111.94
304,1,3,49.9
304,1,2,48.9
304,4,22,36.72
304,3,17,82.67
304,4,20,65.56
304,1,4,73.69
304,1,5,73.69
304,4,23,95.74
304,1,1,47.74
304,2,8,50.13
304,3,16,96.86
304,1,0,75.91
304,4,21,113.04
304,2,11,47.95
304,2,9,56.59
304,3,13,27.55
304,4,18,237.85
305,4,23,94.46
305,4,20,67.61
305,3,17,74.85
305,4,22,26.0
305,1,4,73.74
305,1,3,60.65
305,3,15,130.69
305,1,2,59.3
305,1,5,73.74
305,3,12,187.44
305,1,1,61.1
305,3,13,32.64
305,2,9,72.05
305,2,11,54.02
305,4,18,239.98
305,1,0,58.94
305,3,16,92.06
305,2,8,57.84
305,4,21,115.35
306,3,15,128.07
306,1,3,70.3
306,1,4,83.24
306,4,23,90.08
306,3,17,84.76
306,4,20,64.08
306,4,22,33.0
306,1,2,64.48
306,3,12,206.76
306,1,5,83.24
306,2,8,59.61
306,3,16,96.11
306,1,0,100.0
306,4,18,245.31
306,4,21,119.04
306,2,9,60.18
306,3,13,35.47
306,1,1,66.1
306,2,11,47.31
307,1,2,75.01
307,4,20,71.0
307,3,17,88.8
307,4,22,33.4
307,1,4,87.82
307,1,3,76.15
307,3,15,122.42
307,3,12,184.12
307,4,23,95.45
307,4,21,129.33
307,1,1,74.08
307,3,13,29.87
307,2,9,73.13
307,2,11,56.43
307,4,18,242.4
307,1,0,60.63
307,3,16,98.49
307,2,8,63.37
307,1,5,87.82
308,3,12,212.11
308,3,15,125.57
308,1,3,70.29
308,4,23,88.34
308,4,22,31.09
308,3,17,79.35
308,4,20,71.0
308,1,4,52.44
308,1,2,68.66
308,1,5,52.44
308,1,1,67.53
308,2,8,67.13
308,3,16,93.32
308,1,0,96.85
308,4,21,125.19
308,2,11,40.71
308,2,9,76.44
308,3,13,27.27
308,4,18,228.98
309,4,23,93.14
309,4,20,71.0
309,3,17,75.98
309,4,22,29.78
309,1,4,59.79
309,1,3,73.92
309,3,15,130.22
309,1,2,71.98
309,3,12,200.05
309,1,5,59.79
309,1,1,74.77
309,3,13,34.36
309,2,9,83.63
309,2,11,45.77
309,4,18,240.87
309,1,0,75.09
309,3,16,91.99
309,2,8,65.21
309,4,21,124.71
310,3,12,195.83
310,3,15,125.07
310,1,3,71.77
310,1,2,74.51
310,4,22,24.97
310,3,17,72.02
310,4,20,71.0
310,1,4,65.03
310,4,23,97.75
310,1,5,65.03
310,1,1,81.32
310,2,8,48.69
310,3,16,97.5
310,1,0,72.02
310,4,21,117.28
310,2,11,47.55
310,2,9,72.75
310,3,13,27.8
310,4,18,241.27
311,1,2,56.51
311,4,20,66.8
311,3,17,83.98
311,4,22,31.6
311,1,4,67.58
311,1,3,55.2
311,3,15,131.31
311,3,12,193.91
311,4,23,101.94
311,1,5,67.58
311,1,1,48.41
311,3,13,34.42
311,2,9,69.13
311,2,11,47.75
311,4,18,246.08
311,1,0,73.2
311,3,16,99.74
311,2,8,64.16
311,4,21,128.6
312,3,12,208.57
312,3,15,117.31
312,1,3,51.69
312,1,2,51.63
312,4,22,40.28
312,3,17,77.63
312,4,20,69.9
312,1,4,75.65
312,1,5,75.65
312,4,23,102.89
312,1,1,54.83
312,3,13,32.19
312,2,9,65.74
312,2,11,55.08
312,4,18,235.81
312,1,0,80.8
312,3,16,96.33
312,2,8,49.65
312,4,21,114.03
313,3,15,122.94
313,1,3,89.08
313,1,4,60.74
313,4,23,98.56
313,3,12,198.88
313,3,17,81.2
313,4,20,71.0
313,4,22,25.42
313,1,2,84.87
313,1,0,82.62
313,4,21,124.55
313,2,8,63.65
313,3,16,88.04
313,4,18,244.66
313,1,5,60.74
313,2,9,80.41
313,3,13,36.0
313,1,1,83.98
313,2,11,47.11
314,4,23,94.15
314,4,20,65.26
314,3,17,71.82
314,4,22,33.36
314,1,4,67.77
314,1,3,66.3
314,3,15,122.21
314,1,2,66.01
314,1,5,67.77
314,3,12,197.03
314,1,1,57.87
314,4,21,117.45
314,3,16,104.32
314,1,0,81.58
314,4,18,241.97
314,2,8,67.33
314,2,9,65.07
314,3,13,30.31
314,2,11,44.88
315,1,2,58.95
315,4,23,92.5
315,4,20,64.88
315,3,17,79.35
315,4,22,31.29
315,1,4,69.57
315,1,3,60.73
315,3,15,123.21
315,1,5,69.57
315,3,12,198.98
315,1,1,55.41
315,3,16,92.01
315,1,0,60.21
315,4,18,245.6
315,2,8,58.89
315,2,9,69.87
315,3,13,23.38
315,2,11,47.38
315,4,21,108.64
316,4,23,106.0
316,1,2,64.18
316,4,20,65.82
316,3,17,92.09
316,4,22,43.08
316,1,4,90.17
316,1,3,62.39
316,3,15,121.46
316,3,12,210.57
316,1,5,90.17
316,1,1,68.68
316,3,13,36.0
316,2,9,69.96
316,2,11,57.48
316,4,18,240.85
316,1,0,96.52
316,3,16,91.55
316,2,8,54.59
316,4,21,114.06
317,3,15,139.66
317,1,3,94.2
317,1,4,83.23
317,1,2,91.26
317,3,17,82.11
317,4,20,70.8
317,4,23,97.98
317,4,22,36.87
317,1,5,83.23
317,3,12,194.74
317,1,1,91.06
317,2,8,66.73
317,3,16,100.49
317,1,0,68.89
317,4,18,229.85
317,4,21,127.97
317,2,9,83.09
317,3,13,31.11
317,2,11,39.58
318,4,23,104.36
318,4,20,67.45
318,3,17,77.6
318,4,22,22.61
318,1,4,72.72
318,1,3,66.97
318,3,12,200.82
318,1,2,63.99
318,3,15,127.51
318,1,5,72.72
318,1,1,69.66
318,3,13,33.14
318,2,9,75.06
318,2,11,39.43
318,4,18,237.39
318,1,0,96.73
318,3,16,102.96
318,2,8,62.15
318,4,21,122.01
319,3,12,201.17
319,3,15,123.51
319,1,3,63.04
319,1,2,63.23
319,4,22,32.6
319,3,17,81.21
319,4,20,70.2
319,1,4,76.77
319,4,23,106.0
319,1,5,76.77
319,1,1,62.54
319,2,8,53.91
319,3,16,106.0
319,1,0,77.08
319,4,21,119.62
319,2,11,41.44
319,2,9,71.1
319,3,13,32.98
319,4,18,248.09
320,1,2,58.39
320,4,20,71.0
320,3,17,78.46
320,4,22,32.07
320,1,4,67.51
320,1,3,57.24
320,3,15,119.54
320,3,12,192.38
320,4,23,99.72
320,1,5,67.51
320,1,1,65.6
320,3,13,28.33
320,2,9,81.67
320,2,11,38.85
320,4,18,240.77
320,1,0,64.95
320,3,16,96.95
320,2,8,59.89
320,4,21,117.83
321,3,15,124.84
321,1,3,68.84
321,1,4,87.05
321,3,12,200.47
321,3,17,84.78
321,4,20,61.38
321,4,23,94.18
321,4,22,34.28
321,1,2,64.01
321,1,0,100.0
321,4,21,124.79
321,3,16,95.16
321,1,5,87.05
321,4,18,236.9
321,2,8,55.73
321,2,9,77.88
321,3,13,24.78
321,1,1,62.59
321,2,11,52.99
322,1,2,72.4
322,4,20,64.55
322,3,17,85.15
322,4,22,25.48
322,1,4,76.18
322,1,3,71.31
322,3,15,126.5
322,3,12,192.26
322,1,5,76.18
322,4,23,106.0
322,1,1,69.85
322,2,8,60.18
322,3,16,94.35
322,1,0,59.9
322,4,21,128.23
322,2,11,52.23
322,2,9,73.56
322,3,13,36.0
322,4,18,239.7
323,1,2,67.96
323,4,20,57.07
323,3,17,81.78
323,4,22,22.52
323,1,4,75.95
323,1,3,67.59
323,3,15,130.61
323,3,12,189.93
323,4,23,98.51
323,1,5,75.95
323,1,1,68.89
323,3,13,36.0
323,2,9,68.04
323,2,11,47.27
323,4,18,243.92
323,1,0,66.86
323,3,16,100.2
323,2,8,66.68
323,4,21,117.92
324,3,12,199.59
324,3,15,113.05
324,1,3,59.27
324,1,2,59.97
324,4,22,40.38
324,3,17,86.63
324,4,20,62.89
324,1,4,72.37
324,1,5,72.37
324,4,23,104.77
324,1,1,61.14
324,2,8,60.46
324,3,16,94.84
324,1,0,78.04
324,4,21,109.56
324,2,11,54.86
324,2,9,68.95
324,3,13,36.0
324,4,18,238.25
325,4,23,103.09
325,4,20,70.08
325,3,17,82.92
325,4,22,32.59
325,1,4,75.75
325,1,3,71.02
325,3,15,127.9
325,1,2,71.82
325,3,12,203.26
325,1,5,75.75
325,1,1,79.22
325,3,13,30.47
325,2,9,71.62
325,2,11,51.79
325,4,18,239.48
325,1,0,96.4
325,3,16,92.12
325,2,8,71.0
325,4,21,114.32
326,3,12,185.38
326,3,15,112.87
326,1,3,37.45
326,1,2,36.65
326,4,22,25.72
326,3,17,79.45
326,4,20,60.1
326,1,4,61.08
326,4,23,101.96
326,1,5,61.08
326,1,1,35.72
326,2,8,53.62
326,3,16,97.47
326,1,0,54.27
326,4,21,114.67
326,2,11,42.64
326,2,9,64.75
326,3,13,26.96
326,4,18,240.34
327,1,2,60.63
327,4,20,57.82
327,3,17,68.05
327,4,22,23.35
327,1,4,49.7
327,1,3,61.09
327,3,15,120.18
327,3,12,187.72
327,4,23,95.23
327,1,5,49.7
327,1,1,58.4
327,3,13,28.61
327,2,9,71.25
327,2,11,32.06
327,4,18,247.68
327,1,0,57.84
327,3,16,92.51
327,2,8,61.65
327,4,21,115.84
328,3,12,199.9
328,3,15,125.83
328,1,3,52.94
328,1,2,51.24
328,4,22,23.13
328,3,17,73.11
328,4,20,68.54
328,1,4,50.62
328,1,5,50.62
328,4,23,95.46
328,1,1,50.01
328,2,8,63.98
328,3,16,94.27
328,1,0,100.0
328,4,21,117.04
328,2,11,30.99
328,2,9,68.73
328,3,13,34.9
328,4,18,239.91
329,3,12,198.25
329,4,23,91.56
329,4,20,58.61
329,3,17,81.34
329,4,22,33.92
329,1,4,81.74
329,1,3,82.97
329,3,15,121.11
329,1,2,83.03
329,1,0,71.88
329,4,21,123.58
329,3,16,101.74
329,1,5,81.74
329,4,18,235.17
329,2,8,64.28
329,2,9,71.5
329,3,13,29.94
329,1,1,92.2
329,2,11,56.26
330,1,2,50.69
330,4,20,60.85
330,3,17,82.11
330,4,22,23.3
330,1,4,81.1
330,1,3,48.96
330,3,15,117.04
330,3,12,196.84
330,1,5,81.1
330,4,23,101.74
330,1,1,54.71
330,2,8,58.51
330,3,16,98.12
330,1,0,78.34
330,4,21,121.09
330,2,11,48.95
330,2,9,68.24
330,3,13,35.83
330,4,18,237.79
331,1,2,58.85
331,4,20,68.58
331,3,17,76.7
331,4,22,31.2
331,1,4,65.16
331,1,3,64.01
331,3,15,121.42
331,3,12,187.16
331,4,23,92.31
331,1,5,65.16
331,1,1,65.56
331,3,13,32.77
331,2,9,76.83
331,2,11,48.24
331,4,18,239.17
331,1,0,68.87
331,3,16,90.56
331,2,8,64.18
331,4,21,115.99
332,3,12,201.5
332,3,15,129.24
332,1,3,95.82
332,1,2,94.77
332,4,22,39.66
332,3,17,87.37
332,4,20,68.01
332,1,4,72.46
332,1,5,72.46
332,4,23,101.51
332,1,1,98.29
332,2,8,62.69
332,3,16,91.49
332,1,0,83.03
332,4,21,118.05
332,2,11,51.79
332,2,9,79.13
332,3,13,33.55
332,4,18,248.38
333,4,23,100.62
333,4,20,68.51
333,3,17,76.72
333,4,22,27.13
333,1,4,74.89
333,1,3,77.89
333,3,15,125.25
333,1,2,80.36
333,3,12,210.36
333,1,5,74.89
333,1,1,73.92
333,3,13,34.87
333,2,9,77.17
333,2,11,51.18
333,4,18,240.54
333,1,0,89.06
333,3,16,106.0
333,2,8,66.24
333,4,21,117.39
334,3,12,196.67
334,3,15,136.52
334,1,3,82.61
334,1,2,81.47
334,4,22,36.93
334,3,17,83.59
334,4,20,71.0
334,1,4,85.56
334,4,23,102.24
334,4,21,119.04
334,1,1,74.88
334,2,8,54.11
334,3,16,85.26
334,1,0,73.03
334,1,5,85.56
334,2,11,45.29
334,2,9,67.63
334,3,13,35.12
334,4,18,241.0
335,1,2,50.16
335,4,20,70.04
335,3,17,71.66
335,4,22,17.88
335,1,4,36.5
335,1,3,50.7
335,3,15,125.51
335,3,12,186.93
335,4,23,94.31
335,4,21,115.42
335,1,1,47.61
335,3,13,33.93
335,2,9,68.06
335,2,11,34.77
335,4,18,236.5
335,1,0,54.53
335,3,16,85.77
335,2,8,56.37
335,1,5,36.5
336,3,15,119.42
336,1,3,50.67
336,1,4,90.05
336,3,12,204.17
336,3,17,90.33
336,4,20,66.83
336,4,22,35.23
336,1,2,50.78
336,4,23,93.68
336,1,5,90.05
336,2,8,53.25
336,3,16,104.1
336,1,0,88.89
336,4,18,235.37
336,4,21,117.62
336,2,9,62.46
336,3,13,33.55
336,1,1,45.73
336,2,11,51.18
337,4,23,88.69
337,4,20,57.51
337,3,17,76.39
337,4,22,34.7
337,1,4,77.27
337,1,3,71.42
337,3,15,124.57
337,1,2,69.29
337,1,5,77.27
337,3,12,196.78
337,1,1,68.31
337,4,21,123.02
337,3,16,88.17
337,1,0,56.27
337,4,18,242.31
337,2,8,59.89
337,2,9,73.12
337,3,13,34.13
337,2,11,48.48
338,1,2,93.03
338,4,20,60.86
338,3,17,80.77
338,4,22,23.43
338,1,4,64.23
338,1,3,95.82
338,3,15,140.22
338,4,23,105.62
338,1,5,64.23
338,3,12,195.0
338,1,1,100.0
338,2,8,65.87
338,3,16,86.39
338,1,0,77.6
338,4,21,130.37
338,2,11,45.47
338,2,9,85.06
338,3,13,35.02
338,4,18,235.32
339,4,23,89.39
339,4,20,68.12
339,3,17,85.02
339,4,22,29.46
339,1,4,66.64
339,1,3,83.68
339,3,15,139.44
339,1,2,86.65
339,3,12,195.44
339,1,5,66.64
339,1,1,90.3
339,3,13,33.34
339,2,9,74.21
339,2,11,47.74
339,4,18,235.86
339,1,0,94.34
339,3,16,91.64
339,2,8,58.6
339,4,21,130.5
340,3,12,194.15
340,3,15,130.96
340,1,3,62.44
340,1,2,60.09
340,4,22,25.05
340,3,17,74.54
340,4,20,70.76
340,1,4,63.66
340,4,23,95.57
340,4,21,116.07
340,1,1,64.58
340,2,8,60.82
340,3,16,98.56
340,1,0,72.74
340,1,5,63.66
340,2,11,40.04
340,2,9,73.89
340,3,13,32.28
340,4,18,234.15
341,4,23,83.9
341,4,20,71.0
341,3,17,80.12
341,4,22,31.55
341,1,4,46.22
341,1,3,57.25
341,3,15,119.34
341,1,2,55.06
341,3,12,185.8
341,1,5,46.22
341,1,1,57.74
341,3,13,28.13
341,2,9,69.21
341,2,11,35.79
341,4,18,242.43
341,1,0,35.53
341,3,16,87.73
341,2,8,55.36
341,4,21,116.69
342,3,12,193.43
342,3,15,125.31
342,1,3,63.4
342,1,2,60.7
342,4,22,22.21
342,3,17,80.19
342,4,20,71.0
342,1,4,50.46
342,4,23,100.27
342,1,5,50.46
342,1,1,62.67
342,2,8,59.99
342,3,16,96.96
342,1,0,78.59
342,4,21,117.36
342,2,11,41.42
342,2,9,63.53
342,3,13,34.15
342,4,18,244.1
343,1,2,73.65
343,4,20,71.0
343,3,17,89.2
343,4,22,39.94
343,1,4,80.86
343,1,3,77.15
343,3,15,133.31
343,3,12,202.88
343,4,23,100.24
343,1,5,80.86
343,1,1,80.13
343,3,13,32.28
343,2,9,71.92
343,2,11,43.73
343,4,18,235.92
343,1,0,90.4
343,3,16,97.03
343,2,8,65.69
343,4,21,127.02
344,3,12,195.28
344,3,15,119.24
344,1,3,51.18
344,4,23,96.55
344,4,22,23.6
344,3,17,74.26
344,4,20,57.52
344,1,4,61.19
344,1,2,48.99
344,1,5,61.19
344,1,1,52.01
344,2,8,62.11
344,3,16,90.8
344,1,0,61.72
344,4,21,120.32
344,2,11,36.17
344,2,9,74.43
344,3,13,24.42
344,4,18,239.76
345,1,2,90.4
345,4,20,63.32
345,3,17,89.67
345,4,22,33.31
345,1,4,67.84
345,1,3,91.91
345,3,15,138.79
345,3,12,198.4
345,1,5,67.84
345,4,23,103.96
345,1,1,83.55
345,2,8,71.0
345,3,16,98.95
345,1,0,70.4
345,4,21,126.83
345,2,11,43.33
345,2,9,80.84
345,3,13,36.0
345,4,18,235.68
346,1,2,63.44
346,4,20,70.86
346,3,17,86.01
346,4,22,36.04
346,1,4,68.74
346,1,3,62.39
346,3,15,113.07
346,3,12,197.91
346,4,23,96.47
346,1,5,68.74
346,1,1,64.9
346,3,13,35.33
346,2,9,73.07
346,2,11,50.77
346,4,18,249.0
346,1,0,71.85
346,3,16,97.74
346,2,8,51.67
346,4,21,112.77
347,3,12,202.81
347,3,15,129.05
347,1,3,79.68
347,1,2,80.62
347,4,22,32.82
347,3,17,84.43
347,4,20,64.98
347,1,4,82.92
347,1,5,82.92
347,4,23,98.43
347,1,1,76.26
347,2,8,61.97
347,3,16,94.86
347,1,0,67.8
347,4,21,122.05
347,2,11,51.06
347,2,9,84.65
347,3,13,27.47
347,4,18,241.52
348,4,23,97.35
348,4,20,64.95
348,3,17,80.85
348,4,22,35.83
348,1,4,91.91
348,1,3,71.51
348,3,15,122.49
348,1,2,70.77
348,3,12,189.2
348,1,5,91.91
348,1,1,66.05
348,3,13,29.94
348,2,9,80.42
348,2,11,56.72
348,4,18,247.48
348,1,0,45.56
348,3,16,101.21
348,2,8,69.44
348,4,21,115.08
349,3,12,203.15
349,3,15,108.54
349,1,3,47.0
349,1,2,46.04
349,4,22,29.71
349,3,17,85.56
349,4,20,61.44
349,1,4,70.66
349,4,23,97.28
349,1,5,70.66
349,1,1,49.22
349,2,8,64.1
349,3,16,90.94
349,1,0,72.71
349,4,21,108.01
349,2,11,48.26
349,2,9,60.2
349,3,13,36.0
349,4,18,245.17
350,1,2,56.68
350,4,20,63.92
350,3,17,82.73
350,4,22,27.1
350,1,4,55.26
350,1,3,57.26
350,3,15,123.06
350,3,12,206.46
350,4,23,97.78
350,1,5,55.26
350,1,1,59.43
350,3,13,31.87
350,2,9,63.53
350,2,11,36.5
350,4,18,245.3
350,1,0,76.55
350,3,16,97.9
350,2,8,57.99
350,4,21,113.16
351,3,12,190.36
351,3,15,128.6
351,1,3,75.17
351,1,2,75.37
351,4,22,26.88
351,3,17,75.55
351,4,20,67.27
351,1,4,49.86
351,1,5,49.86
351,4,23,97.38
351,1,1,79.04
351,2,8,61.51
351,3,16,95.5
351,1,0,52.72
351,4,21,121.6
351,2,11,47.98
351,2,9,82.9
351,3,13,36.0
351,4,18,244.37
352,4,23,95.98
352,4,20,68.91
352,3,17,88.06
352,4,22,37.36
352,1,4,73.07
352,1,3,59.58
352,3,15,127.72
352,1,2,60.27
352,1,5,73.07
352,3,12,205.63
352,1,1,63.74
352,3,13,33.39
352,2,9,66.39
352,2,11,51.3
352,4,18,249.0
352,1,0,65.27
352,3,16,93.23
352,2,8,61.72
352,4,21,118.34
353,3,15,130.06
353,1,3,64.37
353,1,4,92.14
353,4,23,100.38
353,3,17,72.74
353,4,20,66.3
353,4,22,32.23
353,1,2,64.31
353,3,12,206.95
353,1,5,92.14
353,2,8,57.86
353,3,16,98.92
353,1,0,86.35
353,4,18,246.18
353,4,21,120.27
353,2,9,80.77
353,3,13,30.21
353,1,1,66.14
353,2,11,52.49
354,1,2,82.73
354,4,20,71.0
354,3,17,85.29
354,4,22,55.03
354,1,4,100.0
354,1,3,83.61
354,3,15,135.21
354,3,12,197.69
354,4,23,101.56
354,4,21,113.22
354,1,1,77.31
354,3,13,34.2
354,2,9,87.63
354,2,11,57.82
354,4,18,240.32
354,1,0,78.61
354,3,16,101.01
354,2,8,65.83
354,1,5,100.0
355,3,12,191.22
355,3,15,125.78
355,1,3,78.26
355,4,23,100.65
355,4,22,31.77
355,3,17,84.31
355,4,20,66.05
355,1,4,80.29
355,1,2,80.11
355,1,5,80.29
355,1,1,72.21
355,2,8,59.98
355,3,16,98.03
355,1,0,63.9
355,4,21,125.12
355,2,11,49.37
355,2,9,77.0
355,3,13,19.81
355,4,18,245.03
356,4,23,101.65
356,4,20,71.0
356,3,17,85.69
356,4,22,37.94
356,1,4,81.82
356,1,3,88.96
356,3,15,126.05
356,1,2,90.48
356,3,12,205.99
356,1,5,81.82
356,1,1,95.08
356,3,13,23.46
356,2,9,81.09
356,2,11,43.92
356,4,18,241.84
356,1,0,74.54
356,3,16,97.57
356,2,8,68.44
356,4,21,125.5
357,3,12,200.38
357,3,15,115.98
357,1,3,53.14
357,1,2,52.62
357,4,22,35.25
357,3,17,86.9
357,4,20,66.2
357,1,4,75.37
357,4,23,96.77
357,1,5,75.37
